ダウンロードした時刻：2024/01/3019:23:05

,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄
2022/9/7,26.8,8,1,6.0,0,8,1,曇時々雨,8,1,30.0,8,1,24.4,8,1,0,1,8,1,24.4,8,1,0.5,0,8,1,晴,8,1,28.5,8,1,20.2,8,1,0,1,8,1,25.9,8,1,2.5,0,8,1,曇一時晴,8,1,30.5,8,1,21.9,8,1,0,1,8,1,21.9,8,1,0.0,8,1,,0,1,28.8,8,1,16.5,8,1,0,8,1,28.1,8,1,0.0,0,8,1,晴一時曇,8,1,30.3,8,1,27.0,8,1,0,1,8,1
2022/9/8,23.5,8,1,1.0,0,8,1,曇時々雨,8,1,26.0,8,1,21.4,8,1,0,1,8,1,21.3,8,1,0,1,8,1,晴後一時曇,8,1,26.1,8,1,16.3,8,1,0,1,8,1,25.4,8,1,39.0,0,8,1,曇後一時雨,8,1,29.0,8,1,22.6,8,1,0,1,8,1,22.4,8,1,0.0,8,1,,0,1,29.6,8,1,14.8,8,1,0,8,1,28.1,8,1,0.0,0,8,1,晴後一時雨,8,1,30.6,8,1,26.1,8,1,0,1,8,1
2022/9/9,24.5,8,1,0.5,0,8,1,曇一時雨,8,1,28.8,8,1,21.6,8,1,0,1,8,1,21.7,8,1,0,1,8,1,快晴,8,1,30.0,8,1,15.0,8,1,0,1,8,1,25.5,8,1,5.0,0,8,1,曇時々雨,8,1,29.0,8,1,22.8,8,1,0,1,8,1,23.4,8,1,0.0,8,1,,0,1,30.1,8,1,17.9,8,1,0,8,1,28.8,8,1,0.0,0,8,1,晴,8,1,31.9,8,1,26.2,8,1,0,1,8,1
2022/9/10,25.3,8,1,0,1,8,1,晴一時曇,8,1,30.6,8,1,22.0,8,1,0,1,8,1,20.1,8,1,0,1,8,1,快晴,8,1,25.0,8,1,15.5,8,1,0,1,8,1,27.5,8,1,0.5,0,8,1,晴時々曇,8,1,32.8,8,1,24.1,8,1,0,1,8,1,23.7,8,1,0.0,8,1,,0,1,31.5,8,1,17.2,8,1,0,8,1,29.0,8,1,0.0,0,8,1,曇,8,1,32.0,8,1,27.4,8,1,0,1,8,1
2022/9/11,24.4,8,1,0.0,0,8,1,曇,8,1,28.3,8,1,21.3,8,1,0,1,8,1,20.0,8,1,0,1,8,1,晴後一時薄曇,8,1,26.0,8,1,14.0,8,1,0,1,8,1,28.8,8,1,0,1,8,1,晴,8,1,34.6,8,1,24.5,8,1,0,1,8,1,24.1,8,1,0.0,8,1,,0,1,30.1,8,1,18.3,8,1,0,8,1,28.7,8,1,6.5,0,8,1,曇時々雨一時晴、雷を伴う,8,1,31.0,8,1,27.8,8,1,0,1,8,1
2022/9/12,25.8,8,1,1.5,0,8,1,薄曇時々晴,8,1,30.9,8,1,22.3,8,1,0,1,8,1,21.8,8,1,0,1,8,1,薄曇後一時晴,8,1,26.1,8,1,16.8,8,1,0,1,8,1,29.6,8,1,0,1,8,1,晴一時薄曇,8,1,33.9,8,1,25.4,8,1,0,1,8,1,25.6,8,1,0.0,8,1,,0,1,31.1,8,1,20.9,8,1,0,8,1,29.0,8,1,1.0,0,8,1,曇一時雨,8,1,31.5,8,1,27.8,8,1,0,1,8,1
2022/9/13,26.1,8,1,0.0,0,8,1,曇,8,1,31.2,8,1,22.0,8,1,0,1,8,1,23.2,8,1,0.0,0,8,1,晴時々曇,8,1,27.5,8,1,19.9,8,1,0,1,8,1,29.8,8,1,0,1,8,1,薄曇後晴,8,1,34.8,8,1,26.2,8,1,0,1,8,1,25.0,8,1,9.0,8,1,,0,1,28.5,8,1,22.5,8,1,0,8,1,28.6,8,1,5.0,0,8,1,曇時々晴一時雨,8,1,31.5,8,1,25.5,8,1,0,1,8,1
2022/9/14,26.7,8,1,0,1,8,1,薄曇時々晴,8,1,32.3,8,1,22.9,8,1,0,1,8,1,17.6,8,1,0.0,0,8,1,晴,8,1,20.2,8,1,15.1,8,1,0,1,8,1,29.6,8,1,0,1,8,1,薄曇時々晴,8,1,34.0,8,1,26.2,8,1,0,1,8,1,26.2,8,1,0.0,8,1,,0,1,30.8,8,1,23.8,8,1,0,8,1,29.2,8,1,0.0,0,8,1,晴,8,1,32.6,8,1,26.7,8,1,0,1,8,1
2022/9/15,23.6,8,1,0,1,8,1,曇,8,1,27.1,8,1,20.9,8,1,0,1,8,1,18.5,8,1,0,1,8,1,晴時々薄曇,8,1,25.8,8,1,12.6,8,1,0,1,8,1,28.9,8,1,0,1,8,1,薄曇後晴,8,1,33.6,8,1,25.7,8,1,0,1,8,1,25.4,8,1,0.0,8,1,,0,1,30.2,8,1,22.7,8,1,0,8,1,28.8,8,1,11.5,0,8,1,曇時々晴一時雨、雷を伴う,8,1,31.9,8,1,26.6,8,1,0,1,8,1
2022/9/16,25.1,8,1,0,1,8,1,晴,8,1,31.1,8,1,19.5,8,1,0,1,8,1,19.7,8,1,0.0,0,8,1,雨時々曇,8,1,23.2,8,1,16.4,8,1,0,1,8,1,27.8,8,1,0,1,8,1,晴後薄曇,8,1,33.2,8,1,24.3,8,1,0,1,8,1,24.2,8,1,0.0,8,1,,0,1,28.4,8,1,22.0,8,1,0,8,1,29.0,8,1,10.5,0,8,1,晴時々雨一時曇,8,1,31.7,8,1,27.6,8,1,0,1,8,1
2022/9/17,26.9,8,1,0.0,0,8,1,薄曇,8,1,31.1,8,1,22.8,8,1,0,1,8,1,22.4,8,1,0.0,0,8,1,曇,8,1,25.7,8,1,19.7,8,1,0,1,8,1,26.4,8,1,3.5,0,8,1,曇,8,1,28.0,8,1,24.6,8,1,0,1,8,1,23.9,8,1,2.5,8,1,,0,1,26.2,8,1,22.1,8,1,0,8,1,28.5,8,1,5.0,0,8,1,曇時々雨一時晴、雷を伴う,8,1,30.1,8,1,26.8,8,1,0,1,8,1
2022/9/18,25.2,8,1,72.5,0,8,1,大雨時々曇、雷を伴う,8,1,26.7,8,1,23.7,8,1,0,1,8,1,22.4,8,1,5.0,0,8,1,雨時々曇,8,1,23.5,8,1,21.1,8,1,0,1,8,1,28.8,8,1,0,1,8,1,曇,8,1,32.6,8,1,24.8,8,1,0,1,8,1,24.8,8,1,150.5,8,1,,0,1,26.2,8,1,22.9,8,1,0,8,1,27.9,8,1,3.5,0,8,1,曇時々雨,8,1,29.7,8,1,26.1,8,1,0,1,8,1
2022/9/19,27.1,8,1,18.5,0,8,1,曇時々雨,8,1,30.8,8,1,24.7,8,1,0,1,8,1,19.8,8,1,30.5,0,8,1,雨,8,1,24.8,8,1,15.0,8,1,0,1,8,1,28.9,8,1,16.0,0,8,1,曇一時雨,8,1,32.1,8,1,24.4,8,1,0,1,8,1,22.7,8,1,196.0,8,1,,0,1,27.3,8,1,19.0,8,1,0,8,1,28.0,8,1,1.5,0,8,1,晴時々曇,8,1,30.1,8,1,26.2,8,1,0,1,8,1
2022/9/20,22.3,8,1,50.0,0,8,1,大雨,8,1,27.8,8,1,17.0,8,1,0,1,8,1,14.7,8,1,19.0,0,8,1,晴一時曇,8,1,16.6,8,1,12.1,8,1,0,1,8,1,22.3,8,1,16.0,0,8,1,曇,8,1,24.8,8,1,19.8,8,1,0,1,8,1,18.2,8,1,0.0,8,1,,0,1,24.3,8,1,13.1,8,1,0,8,1,27.9,8,1,1.5,0,8,1,晴時々曇一時雨,8,1,30.4,8,1,26.1,8,1,0,1,8,1
2022/9/21,19.5,8,1,0.0,0,8,1,曇一時晴,8,1,24.2,8,1,16.5,8,1,0,1,8,1,14.7,8,1,0,1,8,1,晴時々曇,8,1,18.7,8,1,10.3,8,1,0,1,8,1,21.2,8,1,0.0,0,8,1,曇時々晴,8,1,24.1,8,1,19.2,8,1,0,1,8,1,16.5,8,1,0.0,8,1,,0,1,22.7,8,1,11.4,8,1,0,8,1,27.2,8,1,0,1,8,1,晴,8,1,29.4,8,1,25.5,8,1,0,1,8,1
2022/9/22,20.3,8,1,0.0,0,8,1,曇後一時雨,8,1,24.9,8,1,17.2,8,1,0,1,8,1,16.1,8,1,0.0,0,8,1,晴,8,1,21.8,8,1,8.6,8,1,0,1,8,1,22.8,8,1,2.0,0,8,1,曇一時雨,8,1,27.4,8,1,19.4,8,1,0,1,8,1,20.0,8,1,0.0,8,1,,0,1,26.0,8,1,12.9,8,1,0,8,1,27.9,8,1,0.0,0,8,1,晴,8,1,30.8,8,1,25.0,8,1,0,1,8,1
2022/9/23,21.7,8,1,9.5,0,8,1,曇時々雨,8,1,25.1,8,1,19.0,8,1,0,1,8,1,18.2,8,1,20.0,0,8,1,雨,8,1,20.3,8,1,16.9,8,1,0,1,8,1,23.0,8,1,17.0,0,8,1,雨後曇,8,1,24.0,8,1,22.1,8,1,0,1,8,1,21.7,8,1,0.0,8,1,,0,1,29.1,8,1,17.3,8,1,0,8,1,28.4,8,1,0.0,0,8,1,晴,8,1,30.7,8,1,26.4,8,1,0,1,8,1
2022/9/24,23.1,8,1,112.5,0,8,1,大雨時々曇、雷を伴う,8,1,25.8,8,1,20.5,8,1,0,1,8,1,20.1,8,1,6.0,0,8,1,曇時々雨一時晴,8,1,22.2,8,1,16.2,8,1,0,1,8,1,24.3,8,1,0,1,8,1,晴,8,1,29.7,8,1,20.1,8,1,0,1,8,1,20.6,8,1,0.0,8,1,,0,1,28.6,8,1,16.0,8,1,0,8,1,28.2,8,1,29.0,0,8,1,晴時々雨一時曇,8,1,31.3,8,1,26.0,8,1,0,1,8,1
2022/9/25,22.9,8,1,0,1,8,1,晴一時曇,8,1,27.6,8,1,20.1,8,1,0,1,8,1,19.0,8,1,0,1,8,1,晴後一時薄曇,8,1,23.4,8,1,14.9,8,1,0,1,8,1,23.4,8,1,0,1,8,1,晴,8,1,28.9,8,1,17.9,8,1,0,1,8,1,21.7,8,1,0.0,8,1,,0,1,28.6,8,1,14.4,8,1,0,8,1,27.5,8,1,24.0,0,8,1,晴時々曇一時雨,8,1,30.6,8,1,25.6,8,1,0,1,8,1
2022/9/26,23.3,8,1,0,1,8,1,快晴,8,1,29.1,8,1,18.5,8,1,0,1,8,1,18.7,8,1,0,1,8,1,晴一時曇,8,1,24.2,8,1,14.5,8,1,0,1,8,1,25.7,8,1,0,1,8,1,晴,8,1,31.3,8,1,20.3,8,1,0,1,8,1,23.2,8,1,0.0,8,1,,0,1,27.4,8,1,19.7,8,1,0,8,1,28.0,8,1,9.5,0,8,1,晴一時曇、雷を伴う,8,1,31.3,8,1,25.4,8,1,0,1,8,1
2022/9/27,23.2,8,1,0,1,8,1,晴後曇,8,1,29.0,8,1,19.4,8,1,0,1,8,1,17.9,8,1,0,1,8,1,晴,8,1,24.8,8,1,12.1,8,1,0,1,8,1,23.6,8,1,18.5,0,8,1,曇後雨,8,1,29.0,8,1,20.3,8,1,0,1,8,1,20.6,8,1,47.0,8,1,,0,1,23.3,8,1,17.6,8,1,0,8,1,28.3,8,1,0.5,0,8,1,晴一時曇,8,1,31.6,8,1,25.6,8,1,0,1,8,1
2022/9/28,22.8,8,1,0.0,0,8,1,晴,8,1,27.5,8,1,18.7,8,1,0,1,8,1,18.7,8,1,0,1,8,1,薄曇時々晴,8,1,25.8,8,1,14.1,8,1,0,1,8,1,23.2,8,1,0.0,0,8,1,曇,8,1,27.3,8,1,20.6,8,1,0,1,8,1,20.7,8,1,0.0,8,1,,0,1,25.9,8,1,17.5,8,1,0,8,1,28.4,8,1,0.5,0,8,1,晴一時雨,8,1,31.8,8,1,25.0,8,1,0,1,8,1
2022/9/29,22.4,8,1,0.0,0,8,1,曇,8,1,26.7,8,1,20.3,8,1,0,1,8,1,17.7,8,1,0,1,8,1,晴時々曇,8,1,22.7,8,1,12.6,8,1,0,1,8,1,23.4,8,1,0.0,0,8,1,曇一時晴後一時雨,8,1,27.3,8,1,21.0,8,1,0,1,8,1,20.4,8,1,0.0,8,1,,0,1,26.4,8,1,17.2,8,1,0,8,1,28.1,8,1,0.0,0,8,1,晴一時雨,8,1,30.8,8,1,26.3,8,1,0,1,8,1
2022/9/30,23.2,8,1,0.0,0,8,1,晴,8,1,28.3,8,1,19.2,8,1,0,1,8,1,20.1,8,1,0,1,8,1,快晴,8,1,25.8,8,1,14.4,8,1,0,1,8,1,24.1,8,1,0,1,8,1,晴,8,1,30.0,8,1,19.5,8,1,0,1,8,1,20.3,8,1,0.0,8,1,,0,1,27.5,8,1,14.5,8,1,0,8,1,27.9,8,1,0.0,0,8,1,晴一時雨,8,1,30.9,8,1,25.2,8,1,0,1,8,1
2022/10/1,23.6,8,1,0.0,0,8,1,晴,8,1,29.2,8,1,19.8,8,1,0,1,8,1,21.9,8,1,0,1,8,1,晴,8,1,29.7,8,1,16.9,8,1,0,1,8,1,24.2,8,1,0,1,8,1,晴,8,1,29.2,8,1,19.8,8,1,0,1,8,1,20.1,8,1,0.0,8,1,,0,1,27.8,8,1,14.3,8,1,0,8,1,28.1,8,1,0.0,0,8,1,晴,8,1,31.4,8,1,25.6,8,1,0,1,8,1
2022/10/2,23.5,8,1,0,1,8,1,快晴,8,1,29.6,8,1,18.9,8,1,0,1,8,1,18.9,8,1,0,1,8,1,晴一時曇,8,1,23.3,8,1,15.9,8,1,0,1,8,1,24.6,8,1,0,1,8,1,晴,8,1,30.5,8,1,19.3,8,1,0,1,8,1,21.2,8,1,0.0,8,1,,0,1,29.0,8,1,14.3,8,1,0,8,1,28.1,8,1,0.5,0,8,1,晴,8,1,30.8,8,1,26.0,8,1,0,1,8,1
2022/10/3,23.0,8,1,0,1,8,1,曇,8,1,27.6,8,1,20.1,8,1,0,1,8,1,19.5,8,1,0,1,8,1,薄曇後晴,8,1,21.6,8,1,17.8,8,1,0,1,8,1,24.9,8,1,0.0,0,8,1,曇一時晴,8,1,29.6,8,1,20.5,8,1,0,1,8,1,22.4,8,1,0.0,8,1,,0,1,28.2,8,1,17.3,8,1,0,8,1,28.5,8,1,0.0,0,8,1,晴,8,1,31.3,8,1,26.5,8,1,0,1,8,1
2022/10/4,25.2,8,1,0.0,0,8,1,晴時々薄曇,8,1,29.5,8,1,20.5,8,1,0,1,8,1,16.2,8,1,32.0,0,8,1,雨,8,1,22.1,8,1,11.4,8,1,0,1,8,1,26.6,8,1,0.0,0,8,1,薄曇一時晴,8,1,30.5,8,1,22.7,8,1,0,1,8,1,22.2,8,1,3.0,8,1,,0,1,27.8,8,1,16.0,8,1,0,8,1,28.1,8,1,1.0,0,8,1,晴後時々雨一時曇,8,1,31.0,8,1,25.7,8,1,0,1,8,1
2022/10/5,19.8,8,1,14.0,0,8,1,雨一時曇,8,1,25.2,8,1,14.3,8,1,0,1,8,1,9.9,8,1,5.5,0,8,1,曇時々雨一時晴,8,1,13.6,8,1,7.9,8,1,0,1,8,1,21.0,8,1,2.5,0,8,1,曇後時々晴,8,1,26.8,8,1,17.8,8,1,0,1,8,1,20.5,8,1,1.5,8,1,,0,1,25.1,8,1,14.4,8,1,0,8,1,27.8,8,1,28.5,0,8,1,晴一時雨,8,1,30.7,8,1,25.5,8,1,0,1,8,1
2022/10/6,13.1,8,1,9.0,0,8,1,雨後一時曇,8,1,15.0,8,1,11.4,8,1,0,1,8,1,9.9,8,1,2.0,0,8,1,曇時々晴後一時雨,8,1,14.8,8,1,6.0,8,1,0,1,8,1,19.1,8,1,0.0,0,8,1,曇一時雨後一時晴,8,1,22.2,8,1,17.5,8,1,0,1,8,1,17.5,8,1,0.0,8,1,,0,1,20.9,8,1,14.2,8,1,0,8,1,27.5,8,1,0.0,0,8,1,晴時々雨,8,1,29.8,8,1,26.0,8,1,0,1,8,1
2022/10/7,12.4,8,1,53.0,0,8,1,大雨,8,1,13.3,8,1,11.3,8,1,0,1,8,1,9.6,8,1,0,1,8,1,曇一時晴,8,1,14.2,8,1,4.0,8,1,0,1,8,1,16.7,8,1,33.0,0,8,1,雨後一時曇,8,1,18.3,8,1,15.0,8,1,0,1,8,1,15.3,8,1,9.5,8,1,,0,1,17.2,8,1,12.1,8,1,0,8,1,27.0,8,1,0.0,0,8,1,晴一時曇,8,1,29.0,8,1,25.0,8,1,0,1,8,1
2022/10/8,16.1,8,1,0.0,0,8,1,曇,8,1,20.9,8,1,12.1,8,1,0,1,8,1,11.3,8,1,0.5,0,8,1,晴一時曇後時々雨,8,1,15.6,8,1,8.6,8,1,0,1,8,1,18.2,8,1,0,1,8,1,曇後時々晴,8,1,21.8,8,1,14.9,8,1,0,1,8,1,15.8,8,1,0.0,8,1,,0,1,20.1,8,1,10.6,8,1,0,8,1,26.2,8,1,0.5,0,8,1,晴後時々曇一時雨,8,1,29.1,8,1,25.1,8,1,0,1,8,1
2022/10/9,17.0,8,1,7.5,0,8,1,曇後一時雨,8,1,21.1,8,1,14.3,8,1,0,1,8,1,12.3,8,1,0.0,0,8,1,晴後曇,8,1,17.1,8,1,6.2,8,1,0,1,8,1,16.5,8,1,20.0,0,8,1,曇後雨,8,1,20.1,8,1,14.4,8,1,0,1,8,1,15.3,8,1,2.5,8,1,,0,1,18.1,8,1,10.6,8,1,0,8,1,26.6,8,1,0.0,0,8,1,晴,8,1,29.0,8,1,24.5,8,1,0,1,8,1
2022/10/10,18.1,8,1,9.0,0,8,1,曇後一時晴,8,1,22.8,8,1,14.7,8,1,0,1,8,1,14.2,8,1,19.5,0,8,1,雨,8,1,15.7,8,1,11.6,8,1,0,1,8,1,18.9,8,1,24.5,0,8,1,曇時々雨,8,1,20.9,8,1,16.9,8,1,0,1,8,1,15.2,8,1,14.5,8,1,,0,1,18.5,8,1,11.6,8,1,0,8,1,25.3,8,1,0.0,0,8,1,曇,8,1,27.1,8,1,23.7,8,1,0,1,8,1
2022/10/11,21.6,8,1,0,1,8,1,薄曇,8,1,25.8,8,1,17.6,8,1,0,1,8,1,15.0,8,1,4.0,0,8,1,晴時々雨一時曇,8,1,18.3,8,1,12.8,8,1,0,1,8,1,18.5,8,1,0,1,8,1,曇時々晴,8,1,22.8,8,1,14.4,8,1,0,1,8,1,13.3,8,1,0.0,8,1,,0,1,17.7,8,1,10.5,8,1,0,8,1,24.2,8,1,0.0,0,8,1,曇時々晴,8,1,26.3,8,1,22.6,8,1,0,1,8,1
2022/10/12,18.5,8,1,0.0,0,8,1,曇時々雨,8,1,20.0,8,1,17.4,8,1,0,1,8,1,13.4,8,1,0.0,0,8,1,晴,8,1,17.4,8,1,9.1,8,1,0,1,8,1,17.7,8,1,0.0,0,8,1,曇後時々雨,8,1,20.0,8,1,15.5,8,1,0,1,8,1,14.8,8,1,0.0,8,1,,0,1,20.4,8,1,9.9,8,1,0,8,1,25.3,8,1,0.0,0,8,1,曇時々晴,8,1,27.3,8,1,23.7,8,1,0,1,8,1
2022/10/13,15.8,8,1,9.5,0,8,1,雨時々曇,8,1,17.9,8,1,14.9,8,1,0,1,8,1,11.9,8,1,0,1,8,1,快晴,8,1,18.6,8,1,6.2,8,1,0,1,8,1,20.2,8,1,0,1,8,1,晴,8,1,25.4,8,1,15.8,8,1,0,1,8,1,17.0,8,1,0.0,8,1,,0,1,22.8,8,1,10.0,8,1,0,8,1,27.1,8,1,0.0,0,8,1,曇時々晴,8,1,30.1,8,1,24.9,8,1,0,1,8,1
2022/10/14,17.9,8,1,5.0,0,8,1,曇時々雨,8,1,20.5,8,1,14.9,8,1,0,1,8,1,13.7,8,1,0,1,8,1,晴,8,1,21.1,8,1,7.3,8,1,0,1,8,1,21.2,8,1,0,1,8,1,晴,8,1,27.1,8,1,16.7,8,1,0,1,8,1,18.7,8,1,0.0,8,1,,0,1,26.6,8,1,11.2,8,1,0,8,1,27.8,8,1,1.0,0,8,1,晴時々曇一時雨,8,1,30.4,8,1,25.9,8,1,0,1,8,1
2022/10/15,20.2,8,1,0.0,0,8,1,曇一時雨,8,1,24.7,8,1,17.5,8,1,0,1,8,1,15.9,8,1,0.5,0,8,1,晴後時々雨、雷を伴う,8,1,20.9,8,1,12.9,8,1,0,1,8,1,21.5,8,1,0,1,8,1,快晴,8,1,27.5,8,1,17.0,8,1,0,1,8,1,19.3,8,1,0.0,8,1,,0,1,26.8,8,1,11.8,8,1,0,8,1,28.0,8,1,3.5,0,8,1,晴時々曇,8,1,30.5,8,1,26.2,8,1,0,1,8,1
2022/10/16,20.0,8,1,0.0,0,8,1,曇後一時晴,8,1,25.5,8,1,16.1,8,1,0,1,8,1,15.8,8,1,0,1,8,1,晴後曇,8,1,20.1,8,1,11.3,8,1,0,1,8,1,22.8,8,1,0.0,0,8,1,晴,8,1,28.5,8,1,17.4,8,1,0,1,8,1,19.8,8,1,11.0,8,1,,0,1,25.9,8,1,13.9,8,1,0,8,1,28.3,8,1,0.0,0,8,1,曇一時晴,8,1,30.6,8,1,27.2,8,1,0,1,8,1
2022/10/17,20.1,8,1,1.5,0,8,1,曇時々雨,8,1,21.9,8,1,18.7,8,1,0,1,8,1,13.4,8,1,3.0,0,8,1,雨一時曇,8,1,20.5,8,1,9.2,8,1,0,1,8,1,20.4,8,1,6.0,0,8,1,雨一時曇,8,1,22.8,8,1,18.8,8,1,0,1,8,1,17.3,8,1,17.5,8,1,,0,1,19.7,8,1,15.3,8,1,0,8,1,25.8,8,1,30.5,0,8,1,雨時々曇一時晴,8,1,28.0,8,1,22.6,8,1,0,1,8,1
2022/10/18,16.2,8,1,4.0,0,8,1,曇,8,1,18.8,8,1,13.0,8,1,0,1,8,1,9.0,8,1,1.0,0,8,1,晴時々曇一時雨,8,1,12.2,8,1,6.8,8,1,0,1,8,1,18.2,8,1,0,1,8,1,晴時々曇,8,1,22.9,8,1,14.6,8,1,0,1,8,1,13.9,8,1,0.0,8,1,,0,1,18.9,8,1,7.1,8,1,0,8,1,21.7,8,1,6.5,0,8,1,雨時々曇,8,1,24.3,8,1,19.6,8,1,0,1,8,1
2022/10/19,14.6,8,1,1.5,0,8,1,曇時々晴,8,1,18.8,8,1,11.4,8,1,0,1,8,1,9.8,8,1,0.0,0,8,1,晴一時曇,8,1,14.1,8,1,6.4,8,1,0,1,8,1,16.7,8,1,0,1,8,1,晴,8,1,22.2,8,1,12.2,8,1,0,1,8,1,11.0,8,1,0.0,8,1,,0,1,18.9,8,1,3.9,8,1,0,8,1,23.6,8,1,0.0,0,8,1,曇一時晴,8,1,24.9,8,1,21.2,8,1,0,1,8,1
2022/10/20,14.7,8,1,0,1,8,1,快晴,8,1,20.7,8,1,9.7,8,1,0,1,8,1,12.6,8,1,0,1,8,1,晴,8,1,18.0,8,1,6.1,8,1,0,1,8,1,16.9,8,1,0,1,8,1,快晴,8,1,22.9,8,1,12.0,8,1,0,1,8,1,12.3,8,1,0.0,8,1,,0,1,21.5,8,1,3.7,8,1,0,8,1,25.1,8,1,0,1,8,1,晴一時曇,8,1,27.4,8,1,23.2,8,1,0,1,8,1
2022/10/21,16.7,8,1,0,1,8,1,晴,8,1,23.2,8,1,10.9,8,1,0,1,8,1,14.9,8,1,0,1,8,1,晴後曇,8,1,19.4,8,1,8.5,8,1,0,1,8,1,18.5,8,1,0,1,8,1,晴一時曇,8,1,23.6,8,1,12.3,8,1,0,1,8,1,15.1,8,1,0.0,8,1,,0,1,23.6,8,1,5.3,8,1,0,8,1,26.6,8,1,11.0,0,8,1,曇時々雨一時晴,8,1,28.7,8,1,24.9,8,1,0,1,8,1
2022/10/22,16.6,8,1,0,1,8,1,曇,8,1,20.8,8,1,14.1,8,1,0,1,8,1,16.4,8,1,0,1,8,1,薄曇後晴,8,1,22.1,8,1,11.9,8,1,0,1,8,1,20.8,8,1,0,1,8,1,晴時々曇,8,1,24.9,8,1,17.0,8,1,0,1,8,1,18.5,8,1,0.0,8,1,,0,1,25.3,8,1,14.2,8,1,0,8,1,27.1,8,1,8.0,0,8,1,晴時々曇一時雨、雷を伴う,8,1,30.1,8,1,24.9,8,1,0,1,8,1
2022/10/23,18.2,8,1,0,1,8,1,晴後時々薄曇,8,1,23.8,8,1,13.1,8,1,0,1,8,1,10.0,8,1,1.0,0,8,1,雨時々曇,8,1,13.4,8,1,6.9,8,1,0,1,8,1,19.9,8,1,4.5,0,8,1,晴,8,1,24.1,8,1,16.6,8,1,0,1,8,1,17.6,8,1,0.0,8,1,,0,1,23.2,8,1,12.1,8,1,0,8,1,25.8,8,1,0.0,0,8,1,雨時々曇一時晴,8,1,28.8,8,1,23.2,8,1,0,1,8,1
2022/10/24,13.3,8,1,0.0,0,8,1,曇時々雨,8,1,17.2,8,1,11.9,8,1,0,1,8,1,6.2,8,1,5.0,0,8,1,雨時々晴,8,1,9.3,8,1,3.6,8,1,0,1,8,1,15.9,8,1,2.0,0,8,1,晴後時々雨,8,1,21.2,8,1,12.9,8,1,0,1,8,1,10.5,4,1,0.0,4,1,,0,1,17.2,4,1,7.4,4,1,0,5,1,24.0,8,1,0.0,0,8,1,晴,8,1,26.0,8,1,22.2,8,1,0,1,8,1
2022/10/25,12.8,8,1,1.0,0,8,1,曇,8,1,14.4,8,1,10.2,8,1,0,1,8,1,6.2,8,1,0,1,8,1,快晴,8,1,11.9,8,1,1.2,8,1,0,1,8,1,15.3,8,1,0,1,8,1,晴,8,1,21.1,8,1,12.1,8,1,0,1,8,1,11.3,8,1,0.0,8,1,,0,1,16.8,8,1,6.0,8,1,0,8,1,22.7,8,1,0.0,0,8,1,晴一時曇,8,1,25.4,8,1,21.2,8,1,0,1,8,1
2022/10/26,13.8,8,1,3.0,0,8,1,快晴,8,1,18.9,8,1,9.5,8,1,0,1,8,1,6.7,8,1,0,1,8,1,快晴,8,1,13.7,8,1,0.8,8,1,0,1,8,1,15.5,8,1,0,1,8,1,晴,8,1,21.2,8,1,10.4,8,1,0,1,8,1,12.2,8,1,0.0,8,1,,0,1,20.4,8,1,5.0,8,1,0,8,1,24.2,8,1,0.0,0,8,1,晴一時曇,8,1,27.1,8,1,21.1,8,1,0,1,8,1
2022/10/27,12.8,8,1,0,1,8,1,曇時々晴,8,1,17.7,8,1,8.5,8,1,0,1,8,1,10.2,8,1,0,1,8,1,晴後曇,8,1,15.0,8,1,2.8,8,1,0,1,8,1,14.6,8,1,0,1,8,1,薄曇,8,1,18.6,8,1,11.2,8,1,0,1,8,1,12.7,8,1,0.0,8,1,,0,1,17.7,8,1,8.8,8,1,0,8,1,25.3,8,1,0.0,0,8,1,晴一時雨,8,1,27.8,8,1,23.4,8,1,0,1,8,1
2022/10/28,13.5,8,1,0,1,8,1,曇後晴,8,1,19.2,8,1,9.9,8,1,0,1,8,1,13.0,8,1,3.5,0,8,1,晴時々薄曇,8,1,17.4,8,1,10.1,8,1,0,1,8,1,16.5,8,1,0,1,8,1,晴,8,1,22.2,8,1,11.5,8,1,0,1,8,1,14.1,8,1,0.0,8,1,,0,1,21.4,8,1,7.9,8,1,0,8,1,24.8,8,1,0.0,0,8,1,晴後時々雨,8,1,27.6,8,1,22.2,8,1,0,1,8,1
