ダウンロードした時刻：2024/01/3023:37:52

,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,石狩,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,熊本,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,沖縄,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京
2020/9/7,25.7,8,1,0.0,0,8,1,晴時々曇,8,1,29.8,8,1,22.2,8,1,0,1,8,1,28.4,8,1,7.5,0,8,1,曇一時雨後晴,8,1,32.7,8,1,25.0,8,1,0,1,8,1,24.2,8,1,19.0,8,1,,0,1,27.5,8,1,21.5,8,1,0,8,1,27.6,8,1,0,1,8,1,晴,8,1,30.5,8,1,25.1,8,1,0,1,8,1,26.7,8,1,19.0,0,8,1,曇時々雨、雷を伴う,8,1,31.2,8,1,24.2,8,1,0,1,8,1
2020/9/8,27.5,8,1,0.0,0,8,1,曇後晴,8,1,32.7,8,1,23.9,8,1,0,1,8,1,29.0,8,1,0.0,0,8,1,晴,8,1,33.2,8,1,26.2,8,1,0,1,8,1,22.9,8,1,0.0,8,1,,0,1,28.3,8,1,18.3,8,1,0,8,1,28.0,8,1,0.0,0,8,1,晴,8,1,31.6,8,1,24.7,8,1,0,1,8,1,29.5,8,1,0,1,8,1,晴後一時曇,8,1,34.2,8,1,26.9,8,1,0,1,8,1
2020/9/9,26.6,8,1,0,1,8,1,晴一時曇,8,1,31.5,8,1,23.0,8,1,0,1,8,1,25.2,8,1,1.5,0,8,1,曇時々雨,8,1,28.0,8,1,24.0,8,1,0,1,8,1,21.6,8,1,2.0,8,1,,0,1,28.6,8,1,18.2,8,1,0,8,1,27.1,8,1,15.0,0,8,1,曇時々雨、雷を伴う,8,1,28.0,8,1,25.4,8,1,0,1,8,1,29.0,8,1,0.5,0,8,1,晴,8,1,33.6,8,1,25.2,8,1,0,1,8,1
2020/9/10,22.7,8,1,7.5,0,8,1,雨後時々曇,8,1,24.7,8,1,21.1,8,1,0,1,8,1,25.3,8,1,2.5,0,8,1,曇時々雨,8,1,29.6,8,1,22.5,8,1,0,1,8,1,22.6,8,1,0.0,8,1,,0,1,28.7,8,1,16.2,8,1,0,8,1,28.1,8,1,0.0,0,8,1,晴時々薄曇一時雨,8,1,31.2,8,1,26.3,8,1,0,1,8,1,27.7,8,1,0.0,0,8,1,曇一時晴,8,1,31.7,8,1,25.2,8,1,0,1,8,1
2020/9/11,21.3,8,1,1.5,0,8,1,曇時々雨,8,1,24.3,8,1,18.3,8,1,0,1,8,1,26.9,8,1,0.0,0,8,1,曇、雷を伴う,8,1,30.3,8,1,24.2,8,1,0,1,8,1,24.0,8,1,8.0,8,1,,0,1,28.8,8,1,20.8,8,1,0,8,1,28.6,8,1,1.0,0,8,1,晴一時雨,8,1,31.6,8,1,26.3,8,1,0,1,8,1,28.3,8,1,0.0,0,8,1,晴時々曇,8,1,32.5,8,1,24.9,8,1,0,1,8,1
2020/9/12,17.4,8,1,4.0,0,8,1,曇,8,1,19.3,8,1,15.3,8,1,0,1,8,1,29.0,8,1,0.0,0,8,1,晴後時々曇,8,1,33.7,8,1,24.9,8,1,0,1,8,1,23.7,8,1,23.0,8,1,,0,1,27.6,8,1,21.6,8,1,0,8,1,28.7,8,1,0.0,0,8,1,晴後薄曇,8,1,31.5,8,1,27.0,8,1,0,1,8,1,23.7,8,1,14.5,0,8,1,雨時々曇,8,1,27.7,8,1,22.0,8,1,0,1,8,1
2020/9/13,15.2,8,1,6.0,0,8,1,雨一時曇,8,1,17.2,8,1,14.0,8,1,0,1,8,1,26.6,8,1,1.5,0,8,1,曇,8,1,29.2,8,1,23.5,8,1,0,1,8,1,22.2,8,1,0.0,8,1,,0,1,27.5,8,1,17.8,8,1,0,8,1,28.5,8,1,0,1,8,1,晴一時曇,8,1,31.1,8,1,26.9,8,1,0,1,8,1,23.3,8,1,0.5,0,8,1,曇後一時雨,8,1,27.8,8,1,20.0,8,1,0,1,8,1
2020/9/14,16.6,8,1,4.5,0,8,1,曇一時雨,8,1,19.9,8,1,14.2,8,1,0,1,8,1,24.1,8,1,0,1,8,1,曇一時晴,8,1,27.9,8,1,21.7,8,1,0,1,8,1,21.3,8,1,0.0,8,1,,0,1,28.4,8,1,17.5,8,1,0,8,1,28.1,8,1,0.0,0,8,1,晴後曇,8,1,30.6,8,1,27.0,8,1,0,1,8,1,23.4,8,1,0.5,0,8,1,曇後一時雨,8,1,27.2,8,1,20.9,8,1,0,1,8,1
2020/9/15,18.5,8,1,1.5,0,8,1,晴時々曇後一時雨,8,1,22.6,8,1,15.4,8,1,0,1,8,1,24.8,8,1,0,1,8,1,薄曇後晴,8,1,30.2,8,1,20.0,8,1,0,1,8,1,21.9,8,1,0.0,8,1,,0,1,27.7,8,1,16.4,8,1,0,8,1,28.5,8,1,0.0,0,8,1,晴,8,1,31.4,8,1,25.7,8,1,0,1,8,1,23.8,8,1,0.5,0,8,1,曇,8,1,27.7,8,1,20.9,8,1,0,1,8,1
2020/9/16,20.9,8,1,8.5,0,8,1,晴時々曇一時雨,8,1,25.8,8,1,17.4,8,1,0,1,8,1,25.7,8,1,0,1,8,1,曇,8,1,29.7,8,1,22.7,8,1,0,1,8,1,21.2,8,1,9.0,8,1,,0,1,22.4,8,1,19.6,8,1,0,8,1,28.7,8,1,0.0,0,8,1,晴後薄曇,8,1,31.9,8,1,26.2,8,1,0,1,8,1,24.0,8,1,2.0,0,8,1,曇,8,1,28.1,8,1,21.2,8,1,0,1,8,1
2020/9/17,21.8,8,1,1.0,0,8,1,曇一時雨,8,1,24.9,8,1,19.6,8,1,0,1,8,1,27.9,8,1,0.0,0,8,1,曇,8,1,31.6,8,1,24.5,8,1,0,1,8,1,23.4,8,1,23.0,8,1,,0,1,26.0,8,1,21.1,8,1,0,8,1,29.0,8,1,0.0,0,8,1,曇一時晴,8,1,31.9,8,1,27.4,8,1,0,1,8,1,24.9,8,1,0.0,0,8,1,曇,8,1,28.4,8,1,22.1,8,1,0,1,8,1
2020/9/18,20.1,8,1,15.0,0,8,1,雨時々曇,8,1,22.6,8,1,16.6,8,1,0,1,8,1,27.6,8,1,0.0,0,8,1,曇一時雨,8,1,31.6,8,1,23.4,8,1,0,1,8,1,22.4,8,1,43.0,8,1,,0,1,25.9,8,1,18.3,8,1,0,8,1,29.7,8,1,3.5,0,8,1,晴時々曇,8,1,33.1,8,1,27.8,8,1,0,1,8,1,29.0,8,1,0.0,0,8,1,曇,8,1,33.4,8,1,26.4,8,1,0,1,8,1
2020/9/19,20.2,8,1,0.0,0,8,1,晴一時雨,8,1,24.2,8,1,16.4,8,1,0,1,8,1,25.0,8,1,0.0,0,8,1,晴一時曇,8,1,28.9,8,1,22.5,8,1,0,1,8,1,19.0,8,1,0.0,8,1,,0,1,24.4,8,1,14.8,8,1,0,8,1,28.9,8,1,0.5,0,8,1,晴時々曇一時雨,8,1,32.2,8,1,26.6,8,1,0,1,8,1,24.7,8,1,0.0,0,8,1,曇,8,1,27.1,8,1,22.6,8,1,0,1,8,1
2020/9/20,18.8,8,1,1.5,0,8,1,晴後時々曇一時雨,8,1,24.4,8,1,15.0,8,1,0,1,8,1,23.5,8,1,0.0,0,8,1,曇一時雨,8,1,27.3,8,1,21.4,8,1,0,1,8,1,17.5,8,1,0.0,8,1,,0,1,23.8,8,1,10.1,8,1,0,8,1,26.8,8,1,22.5,0,8,1,曇時々雨,8,1,29.0,8,1,24.7,8,1,0,1,8,1,22.2,8,1,0.5,0,8,1,曇時々雨,8,1,23.7,8,1,20.8,8,1,0,1,8,1
2020/9/21,18.1,8,1,0.0,0,8,1,曇時々晴一時雨,8,1,22.7,8,1,14.7,8,1,0,1,8,1,23.6,8,1,0,1,8,1,晴,8,1,28.8,8,1,20.4,8,1,0,1,8,1,15.3,8,1,0.0,8,1,,0,1,24.3,8,1,6.8,8,1,0,8,1,27.2,8,1,0.0,0,8,1,晴時々曇,8,1,29.9,8,1,25.5,8,1,0,1,8,1,22.0,8,1,0.5,0,8,1,曇後晴,8,1,26.1,8,1,19.7,8,1,0,1,8,1
2020/9/22,18.0,8,1,0.0,0,8,1,晴後一時雨,8,1,23.2,8,1,13.6,8,1,0,1,8,1,22.9,8,1,0.0,0,8,1,曇時々晴,8,1,29.1,8,1,18.8,8,1,0,1,8,1,18.1,8,1,0.0,8,1,,0,1,24.2,8,1,9.6,8,1,0,8,1,27.4,8,1,2.0,0,8,1,晴後曇時々雨,8,1,29.9,8,1,26.4,8,1,0,1,8,1,22.5,8,1,3.5,0,8,1,曇,8,1,27.7,8,1,19.1,8,1,0,1,8,1
2020/9/23,18.4,8,1,0.0,0,8,1,曇時々雨後晴,8,1,22.9,8,1,16.0,8,1,0,1,8,1,25.4,8,1,0.0,0,8,1,曇一時晴,8,1,30.1,8,1,21.0,8,1,0,1,8,1,20.1,8,1,0.0,8,1,,0,1,25.9,8,1,13.7,8,1,0,8,1,27.5,8,1,4.0,0,8,1,晴時々雨,8,1,31.6,8,1,26.0,8,1,0,1,8,1,20.2,8,1,7.5,0,8,1,雨時々曇,8,1,22.7,8,1,18.6,8,1,0,1,8,1
2020/9/24,17.9,8,1,0,1,8,1,晴一時曇,8,1,22.7,8,1,14.5,8,1,0,1,8,1,25.1,8,1,0.0,0,8,1,曇一時雨,8,1,28.5,8,1,22.8,8,1,0,1,8,1,18.9,8,1,74.0,8,1,,0,1,19.9,8,1,18.0,8,1,0,8,1,27.7,8,1,0.0,0,8,1,晴,8,1,30.1,8,1,25.6,8,1,0,1,8,1,19.0,8,1,10.0,0,8,1,雨時々曇,8,1,22.2,8,1,17.9,8,1,0,1,8,1
2020/9/25,15.5,8,1,1.5,0,8,1,曇,8,1,17.7,8,1,13.2,8,1,0,1,8,1,21.6,8,1,64.0,0,8,1,大雨,8,1,22.9,8,1,20.4,8,1,0,1,8,1,20.7,8,1,8.5,8,1,,0,1,25.0,8,1,18.0,8,1,0,8,1,27.4,8,1,1.5,0,8,1,晴一時曇,8,1,30.0,8,1,25.6,8,1,0,1,8,1,19.4,8,1,5.5,0,8,1,雨,8,1,20.8,8,1,17.8,8,1,0,1,8,1
2020/9/26,16.0,8,1,0.5,0,8,1,曇一時雨,8,1,20.0,8,1,12.6,8,1,0,1,8,1,23.0,8,1,0.0,0,8,1,曇,8,1,25.0,8,1,20.9,8,1,0,1,8,1,19.4,8,1,0.0,8,1,,0,1,23.9,8,1,14.6,8,1,0,8,1,26.8,8,1,0.0,0,8,1,曇,8,1,28.9,8,1,24.4,8,1,0,1,8,1,18.5,8,1,6.0,0,8,1,雨,8,1,20.0,8,1,17.8,8,1,0,1,8,1
2020/9/27,16.2,8,1,0.0,0,8,1,曇,8,1,19.4,8,1,14.0,8,1,0,1,8,1,22.4,8,1,0.0,0,8,1,晴時々曇,8,1,26.0,8,1,19.5,8,1,0,1,8,1,16.9,8,1,0.0,8,1,,0,1,22.9,8,1,11.7,8,1,0,8,1,25.0,8,1,1.5,0,8,1,雨時々曇,8,1,26.1,8,1,22.5,8,1,0,1,8,1,19.7,8,1,0.5,0,8,1,曇後一時晴,8,1,23.5,8,1,17.6,8,1,0,1,8,1
2020/9/28,15.2,8,1,0.5,0,8,1,晴一時雨,8,1,19.6,8,1,11.8,8,1,0,1,8,1,21.7,8,1,0.0,0,8,1,晴一時曇,8,1,26.7,8,1,17.9,8,1,0,1,8,1,16.4,8,1,0.0,8,1,,0,1,23.2,8,1,9.6,8,1,0,8,1,26.2,8,1,1.5,0,8,1,曇一時雨,8,1,29.2,8,1,23.1,8,1,0,1,8,1,21.5,8,1,0,1,8,1,晴,8,1,27.4,8,1,16.0,8,1,0,1,8,1
2020/9/29,16.8,8,1,0,1,8,1,晴後時々薄曇,8,1,22.9,8,1,10.6,8,1,0,1,8,1,22.3,8,1,0,1,8,1,薄曇時々晴,8,1,28.4,8,1,18.1,8,1,0,1,8,1,17.3,8,1,0.0,8,1,,0,1,26.0,8,1,9.5,8,1,0,8,1,26.6,8,1,0.0,0,8,1,晴一時曇,8,1,29.1,8,1,24.5,8,1,0,1,8,1,19.7,8,1,0.0,0,8,1,曇,8,1,23.1,8,1,16.7,8,1,0,1,8,1
2020/9/30,17.4,8,1,0,1,8,1,薄曇,8,1,22.8,8,1,12.7,8,1,0,1,8,1,22.3,8,1,0.5,0,8,1,曇,8,1,26.3,8,1,18.3,8,1,0,1,8,1,17.6,8,1,12.0,8,1,,0,1,23.3,8,1,13.9,8,1,0,8,1,25.9,8,1,3.5,0,8,1,曇時々晴一時雨,8,1,29.3,8,1,23.8,8,1,0,1,8,1,20.0,8,1,0,1,8,1,晴後一時薄曇,8,1,25.4,8,1,14.7,8,1,0,1,8,1
2020/10/1,16.9,8,1,8.5,0,8,1,曇後一時雨,8,1,19.9,8,1,15.1,8,1,0,1,8,1,21.9,8,1,2.0,0,8,1,晴,8,1,27.7,8,1,17.7,8,1,0,1,8,1,18.0,8,1,0.0,8,1,,0,1,25.9,8,1,12.4,8,1,0,8,1,26.4,8,1,0.5,0,8,1,晴一時雨,8,1,28.8,8,1,24.2,8,1,0,1,8,1,19.5,8,1,1.0,0,8,1,曇時々晴一時雨,8,1,24.3,8,1,17.1,8,1,0,1,8,1
2020/10/2,16.8,8,1,5.0,0,8,1,曇時々雨後一時晴,8,1,19.7,8,1,14.8,8,1,0,1,8,1,22.6,8,1,0,1,8,1,快晴,8,1,27.8,8,1,17.1,8,1,0,1,8,1,17.8,8,1,0.0,8,1,,0,1,25.9,8,1,10.8,8,1,0,8,1,27.6,8,1,0.0,0,8,1,晴,8,1,30.4,8,1,24.6,8,1,0,1,8,1,21.0,8,1,0,1,8,1,快晴,8,1,26.7,8,1,16.2,8,1,0,1,8,1
2020/10/3,18.8,8,1,7.5,0,8,1,曇時々雨後晴,8,1,22.8,8,1,15.5,8,1,0,1,8,1,23.6,8,1,0.0,0,8,1,曇時々晴,8,1,27.3,8,1,19.6,8,1,0,1,8,1,19.2,8,1,0.0,8,1,,0,1,27.5,8,1,12.5,8,1,0,8,1,27.7,8,1,0,1,8,1,晴,8,1,30.4,8,1,25.3,8,1,0,1,8,1,21.7,8,1,0.0,0,8,1,曇時々晴,8,1,26.3,8,1,18.4,8,1,0,1,8,1
2020/10/4,15.7,8,1,2.5,0,8,1,曇後時々雨,8,1,18.9,8,1,13.1,8,1,0,1,8,1,24.1,8,1,0.0,0,8,1,曇,8,1,27.4,8,1,21.7,8,1,0,1,8,1,20.3,8,1,0.0,8,1,,0,1,26.4,8,1,15.6,8,1,0,8,1,27.8,8,1,0.0,0,8,1,晴,8,1,31.0,8,1,26.1,8,1,0,1,8,1,22.0,8,1,0.0,0,8,1,曇時々雨,8,1,26.2,8,1,19.5,8,1,0,1,8,1
2020/10/5,15.3,8,1,4.0,0,8,1,晴時々雨,8,1,20.7,8,1,11.0,8,1,0,1,8,1,22.5,8,1,0.0,0,8,1,曇後晴,8,1,26.4,8,1,17.2,8,1,0,1,8,1,17.9,8,1,1.0,8,1,,0,1,23.2,8,1,8.3,8,1,0,8,1,27.4,8,1,0.0,0,8,1,晴,8,1,30.5,8,1,25.6,8,1,0,1,8,1,21.7,8,1,0.0,0,8,1,晴一時雨,8,1,24.8,8,1,20.1,8,1,0,1,8,1
2020/10/6,14.0,8,1,2.0,0,8,1,晴後雨一時曇,8,1,17.8,8,1,10.2,8,1,0,1,8,1,19.5,8,1,0,1,8,1,曇後晴,8,1,24.7,8,1,16.0,8,1,0,1,8,1,14.5,8,1,0.0,8,1,,0,1,23.1,8,1,6.4,8,1,0,8,1,26.1,8,1,0,1,8,1,晴,8,1,27.8,8,1,25.0,8,1,0,1,8,1,21.0,8,1,0.0,0,8,1,曇,8,1,24.8,8,1,17.9,8,1,0,1,8,1
2020/10/7,14.2,8,1,0.0,0,8,1,晴時々曇一時雨,8,1,18.3,8,1,11.1,8,1,0,1,8,1,19.4,8,1,5.0,0,8,1,曇時々晴後一時雨,8,1,24.3,8,1,15.6,8,1,0,1,8,1,17.8,8,1,0.0,8,1,,0,1,23.3,8,1,9.6,8,1,0,8,1,26.0,8,1,0.0,0,8,1,晴後曇,8,1,28.4,8,1,23.8,8,1,0,1,8,1,18.3,8,1,6.0,0,8,1,曇一時晴後雨,8,1,23.9,8,1,14.6,8,1,0,1,8,1
2020/10/8,13.4,8,1,0.0,0,8,1,曇時々晴一時雨,8,1,17.0,8,1,9.8,8,1,0,1,8,1,16.0,8,1,42.0,0,8,1,雨,8,1,16.9,8,1,15.1,8,1,0,1,8,1,16.5,8,1,0.0,8,1,,0,1,18.4,8,1,14.3,8,1,0,8,1,25.8,8,1,1.5,0,8,1,曇一時晴後時々雨,8,1,27.9,8,1,24.6,8,1,0,1,8,1,14.7,8,1,44.0,0,8,1,雨,8,1,15.5,8,1,13.8,8,1,0,1,8,1
2020/10/9,12.6,8,1,0,1,8,1,晴,8,1,18.6,8,1,7.3,8,1,0,1,8,1,18.4,8,1,55.5,0,8,1,大雨,8,1,20.1,8,1,16.7,8,1,0,1,8,1,17.8,8,1,0.0,8,1,,0,1,20.2,8,1,15.4,8,1,0,8,1,26.4,8,1,0.0,0,8,1,晴一時曇,8,1,28.8,8,1,25.0,8,1,0,1,8,1,14.5,8,1,38.0,0,8,1,雨,8,1,15.4,8,1,13.8,8,1,0,1,8,1
2020/10/10,13.7,8,1,0,1,8,1,曇一時晴,8,1,17.8,8,1,8.5,8,1,0,1,8,1,20.7,8,1,34.5,0,8,1,雨時々曇,8,1,24.3,8,1,18.1,8,1,0,1,8,1,19.9,8,1,0.0,8,1,,0,1,26.5,8,1,14.9,8,1,0,8,1,27.4,8,1,0.0,0,8,1,晴,8,1,31.1,8,1,25.3,8,1,0,1,8,1,16.0,8,1,73.5,0,8,1,大雨,8,1,17.1,8,1,13.8,8,1,0,1,8,1
2020/10/11,16.7,8,1,0,1,8,1,晴後時々薄曇,8,1,20.8,8,1,14.0,8,1,0,1,8,1,22.3,8,1,0.0,0,8,1,曇時々晴,8,1,25.9,8,1,19.4,8,1,0,1,8,1,18.5,8,1,0.0,8,1,,0,1,25.1,8,1,14.0,8,1,0,8,1,27.1,8,1,0.5,0,8,1,晴後雨時々曇,8,1,30.7,8,1,25.6,8,1,0,1,8,1,19.8,8,1,0.5,0,8,1,曇時々雨,8,1,23.3,8,1,17.0,8,1,0,1,8,1
2020/10/12,17.3,8,1,7.0,0,8,1,雨時々薄曇,8,1,19.3,8,1,14.8,8,1,0,1,8,1,22.7,8,1,0,1,8,1,晴,8,1,27.6,8,1,18.5,8,1,0,1,8,1,18.3,8,1,0.0,8,1,,0,1,24.1,8,1,13.9,8,1,0,8,1,26.8,8,1,0,1,8,1,晴時々曇,8,1,29.6,8,1,25.1,8,1,0,1,8,1,21.5,8,1,0.0,0,8,1,曇後一時晴,8,1,25.1,8,1,18.6,8,1,0,1,8,1
2020/10/13,14.5,8,1,1.5,0,8,1,晴時々雨,8,1,17.0,8,1,9.8,8,1,0,1,8,1,22.1,8,1,0,1,8,1,晴一時曇,8,1,26.5,8,1,18.3,8,1,0,1,8,1,16.6,8,1,0.0,8,1,,0,1,24.3,8,1,10.2,8,1,0,8,1,25.9,8,1,0,1,8,1,晴後一時曇,8,1,28.4,8,1,24.1,8,1,0,1,8,1,22.1,8,1,0,1,8,1,晴時々曇,8,1,26.7,8,1,19.0,8,1,0,1,8,1
2020/10/14,11.3,8,1,0.5,0,8,1,晴一時雨,8,1,17.1,8,1,7.8,8,1,0,1,8,1,20.8,8,1,0,1,8,1,晴,8,1,25.8,8,1,16.6,8,1,0,1,8,1,16.0,8,1,0.0,8,1,,0,1,23.9,8,1,9.4,8,1,0,8,1,26.1,8,1,0,1,8,1,晴,8,1,28.8,8,1,24.0,8,1,0,1,8,1,20.3,8,1,0,1,8,1,曇一時晴,8,1,23.2,8,1,18.4,8,1,0,1,8,1
2020/10/15,9.2,8,1,0.0,0,8,1,曇一時晴後時々雨,8,1,13.0,8,1,7.6,8,1,0,1,8,1,19.2,8,1,0,1,8,1,晴,8,1,23.1,8,1,16.5,8,1,0,1,8,1,14.8,8,1,0.0,8,1,,0,1,22.8,8,1,8.0,8,1,0,8,1,26.7,8,1,0.0,0,8,1,晴一時曇,8,1,30.8,8,1,24.8,8,1,0,1,8,1,16.8,8,1,1.0,0,8,1,雨時々曇,8,1,19.7,8,1,14.7,8,1,0,1,8,1
2020/10/16,10.2,8,1,0.5,0,8,1,晴一時雨,8,1,13.7,8,1,7.3,8,1,0,1,8,1,18.8,8,1,0.0,0,8,1,曇時々晴一時雨,8,1,23.1,8,1,16.1,8,1,0,1,8,1,15.3,8,1,5.5,8,1,,0,1,20.5,8,1,11.9,8,1,0,8,1,26.7,8,1,0.0,0,8,1,晴一時曇,8,1,30.3,8,1,24.4,8,1,0,1,8,1,16.1,8,1,0.0,0,8,1,曇時々晴,8,1,19.5,8,1,13.9,8,1,0,1,8,1
2020/10/17,11.6,8,1,0.0,0,8,1,晴,8,1,16.7,8,1,6.4,8,1,0,1,8,1,13.1,8,1,26.0,0,8,1,雨,8,1,17.7,8,1,11.9,8,1,0,1,8,1,12.1,8,1,27.0,8,1,,0,1,15.7,8,1,8.5,8,1,0,8,1,26.3,8,1,0,1,8,1,晴後一時曇,8,1,28.4,8,1,24.6,8,1,0,1,8,1,12.7,8,1,23.0,0,8,1,雨,8,1,16.0,8,1,11.5,8,1,0,1,8,1
2020/10/18,13.4,8,1,0,1,8,1,晴,8,1,18.2,8,1,7.6,8,1,0,1,8,1,15.2,8,1,0,1,8,1,曇後晴,8,1,20.9,8,1,10.8,8,1,0,1,8,1,13.2,8,1,0.0,8,1,,0,1,20.9,8,1,7.9,8,1,0,8,1,26.0,8,1,0,1,8,1,晴,8,1,28.9,8,1,24.4,8,1,0,1,8,1,14.3,8,1,0.5,0,8,1,曇一時晴,8,1,19.8,8,1,11.3,8,1,0,1,8,1
2020/10/19,13.0,8,1,0.0,0,8,1,晴一時雨,8,1,16.7,8,1,9.5,8,1,0,1,8,1,15.1,8,1,1.0,0,8,1,曇一時雨,8,1,16.8,8,1,13.9,8,1,0,1,8,1,13.9,8,1,0.0,8,1,,0,1,19.9,8,1,9.6,8,1,0,8,1,26.5,8,1,0.0,0,8,1,晴後一時雨,8,1,29.4,8,1,24.6,8,1,0,1,8,1,13.1,8,1,9.0,0,8,1,曇後雨,8,1,17.1,8,1,11.2,8,1,0,1,8,1
2020/10/20,12.2,8,1,0.0,0,8,1,晴,8,1,17.6,8,1,7.9,8,1,0,1,8,1,17.2,8,1,0,1,8,1,晴一時薄曇,8,1,23.7,8,1,12.0,8,1,0,1,8,1,14.7,8,1,0.0,8,1,,0,1,21.3,8,1,7.1,8,1,0,8,1,27.2,8,1,0.0,0,8,1,晴後時々薄曇,8,1,30.0,8,1,25.4,8,1,0,1,8,1,15.6,8,1,0,1,8,1,曇後晴,8,1,21.0,8,1,10.5,8,1,0,1,8,1
2020/10/21,12.2,8,1,0.0,0,8,1,晴後薄曇,8,1,18.7,8,1,5.5,8,1,0,1,8,1,18.7,8,1,0,1,8,1,晴後曇,8,1,25.1,8,1,13.3,8,1,0,1,8,1,17.7,8,1,0.0,8,1,,0,1,22.8,8,1,10.6,8,1,0,8,1,27.0,8,1,7.5,0,8,1,曇,8,1,29.0,8,1,24.8,8,1,0,1,8,1,16.0,8,1,0.0,0,8,1,晴,8,1,21.6,8,1,11.9,8,1,0,1,8,1
2020/10/22,16.9,8,1,0.0,0,8,1,晴時々曇,8,1,21.1,8,1,12.6,8,1,0,1,8,1,19.6,8,1,0.5,0,8,1,曇後雨,8,1,22.4,8,1,17.6,8,1,0,1,8,1,17.8,8,1,32.0,8,1,,0,1,19.7,8,1,15.0,8,1,0,8,1,24.2,8,1,190.5,0,8,1,大雨,8,1,25.7,8,1,23.4,8,1,0,1,8,1,17.4,8,1,0.0,0,8,1,曇,8,1,22.1,8,1,14.2,8,1,0,1,8,1
2020/10/23,16.0,8,1,11.0,0,8,1,雨後一時晴、大風を伴う,8,1,18.2,8,1,12.1,8,1,0,1,8,1,17.9,8,1,38.5,0,8,1,雨後曇一時晴,8,1,19.8,8,1,14.6,8,1,0,1,8,1,12.2,8,1,9.5,8,1,,0,1,15.8,8,1,4.7,8,1,0,8,1,22.4,8,1,2.5,0,8,1,雨時々曇,8,1,23.8,8,1,21.5,8,1,0,1,8,1,16.8,8,1,8.5,0,8,1,雨時々曇,8,1,17.9,8,1,14.3,8,1,0,1,8,1
2020/10/24,9.8,8,1,1.0,0,8,1,晴時々曇一時雨,8,1,12.6,8,1,7.4,8,1,0,1,8,1,16.5,8,1,0,1,8,1,晴,8,1,19.8,8,1,13.7,8,1,0,1,8,1,9.2,8,1,0.0,8,1,,0,1,15.5,8,1,3.8,8,1,0,8,1,22.4,8,1,0.0,0,8,1,晴,8,1,25.2,8,1,19.7,8,1,0,1,8,1,17.3,8,1,0,1,8,1,晴,8,1,21.2,8,1,12.7,8,1,0,1,8,1
2020/10/25,9.8,8,1,2.5,0,8,1,曇一時雨,8,1,13.0,8,1,6.7,8,1,0,1,8,1,15.1,8,1,0,1,8,1,快晴,8,1,19.3,8,1,10.2,8,1,0,1,8,1,9.7,8,1,0.0,8,1,,0,1,18.8,8,1,2.2,8,1,0,8,1,22.9,8,1,0,1,8,1,晴,8,1,26.2,8,1,19.5,8,1,0,1,8,1,15.5,8,1,0,1,8,1,快晴,8,1,21.3,8,1,11.4,8,1,0,1,8,1
2020/10/26,10.5,8,1,3.0,0,8,1,晴時々雨一時曇,8,1,14.9,8,1,7.7,8,1,0,1,8,1,16.1,8,1,0,1,8,1,晴,8,1,21.7,8,1,11.3,8,1,0,1,8,1,10.6,8,1,0.0,8,1,,0,1,20.6,8,1,2.7,8,1,0,8,1,23.9,8,1,0.0,0,8,1,晴,8,1,27.4,8,1,21.5,8,1,0,1,8,1,16.2,8,1,0,1,8,1,晴一時曇,8,1,22.9,8,1,10.7,8,1,0,1,8,1
2020/10/27,9.5,8,1,0.0,0,8,1,晴一時曇,8,1,14.1,8,1,6.6,8,1,0,1,8,1,16.5,8,1,0,1,8,1,晴一時薄曇,8,1,22.5,8,1,11.4,8,1,0,1,8,1,11.0,8,1,0.0,8,1,,0,1,21.1,8,1,3.7,8,1,0,8,1,24.6,8,1,0,1,8,1,晴,8,1,27.7,8,1,21.3,8,1,0,1,8,1,16.7,8,1,0,1,8,1,晴時々曇,8,1,20.8,8,1,13.3,8,1,0,1,8,1
2020/10/28,11.2,8,1,0.0,0,8,1,晴時々曇,8,1,16.7,8,1,5.9,8,1,0,1,8,1,16.9,8,1,0,1,8,1,曇,8,1,21.4,8,1,11.8,8,1,0,1,8,1,13.1,8,1,0.0,8,1,,0,1,21.5,8,1,6.3,8,1,0,8,1,25.2,8,1,0,1,8,1,晴後一時曇,8,1,28.4,8,1,22.9,8,1,0,1,8,1,16.6,8,1,0,1,8,1,曇,8,1,20.2,8,1,13.1,8,1,0,1,8,1
